vOTUs,W-G-1,W-G-2,W-G-3,W-W-1,W-W-2,W-W-3,Y-G-1,Y-G-2,Y-G-3,Y-W-1,Y-W-2,Y-W-3
W-W-3__64539,0,0,0,0,0,36.231771,1.737968,0,0.197288,0,0,0
W-W-3__64660,0,0,0,0,0,55.117227,0,0,0,0,0,0
W-W-3__64718,0,0,0,0,6.574267,39.223448,0,4.374459,0,0,0,0
W-W-3__64726,0,0,0,12.819919,0,2836.56011,0,0,0,0,0,0
W-W-3__64791,0,0,0,0.649962,0,44.399384,0.168781,0,0,0,0,0
W-W-3__64804,0,0,0,0,0,28.948917,0,0,0,0,0,0
W-W-3__64807,0,0,0,0,0,23.36555,0,0,0,0,0,0
W-W-3__64827,0,0,0,23.089635,0,75.782349,0,0,0,0,0,0
W-W-3__64841,0,0,0,0,12.340627,76.083177,0,0,0,0.473951,0.835337,0
W-W-3__64852,0.889825,0.141903,0.176644,37.63283,13.927343,80.192235,0.097238,0.140904,0.038633,0.557411,0.485154,1.126148
W-W-3__64871,0,0,0.1312,1.390611,0,252.946623,0,0,0,0,0,0
W-W-3__64899,0,0,0,0,0,90.628741,0,0,0,0,0,0
W-W-3__64913,0.936262,0,0.888908,94.782167,382.640404,205.95272,0,0.283622,0,0,1.139316,0
W-W-3__64977,0,0,0,0,0,41.597202,0,0,0,0,0,0
W-W-3__65003,0,0,0,4.641405,0,20.828613,0,0,0,0,0,0
W-W-3__65035,0,0,0,0,0.466973,32.115184,0,0,0,0,0,0
W-W-3__65089,0,0,0,0,0,26.701543,0,0,0,0,0,0
W-W-3__65138,0,0,0,0,0,96.594896,0,0,0,0,0,0
W-W-3__65164,0,0,0,0,0,141.90495,0,0,0,0,0,0
W-W-3__6523,0,0,0,0.898053,32.146067,20.214335,0,0,0,0,0.055407,0
W-W-3__65321,0,0,0,0,0,23.738977,0,0,0,0,0,0
W-W-3__65372,0.265941,0,10.743457,0,22.291007,79.489949,0.079919,0,0,0,0,0
W-W-3__65444,0,0,0,0,0,47.072112,0,0,0,0,0,0
W-W-3__65566,0,0,4.573825,0,0,91.346217,0,0,0,0,0,0
W-W-3__65648,0,0,0,0,0,47.123253,0,0,0,0,0,0
W-W-3__6572,0,0,0,2.233918,0,92.275573,0,0,0,0,0,0
W-W-3__65738,0,0,0,0.139186,0,109.097853,0,0,0,0,0,0
W-W-3__65776,0,0,0,381.801299,1.925288,1769.26408,0,0,0,0,0,0
W-W-3__65811,4.1139,0.740163,0,6.998826,113.640491,15.09517,0,0,0,0.143578,0,0
W-W-3__65817,0,0,0,14.102275,0,17.139658,0,0,0,0,0,0
W-W-3__65828,0,0,0,0,0,177.445685,0,0,0,0,0,0
W-W-3__6583,0,0,0,0.691092,0,167.011785,0,0,0,0,0,0
W-W-3__65971,0,0,0,26.660407,12.741025,52.799022,0,0,0,0,0,0
W-W-3__65973,0,0,0,1.769523,12.932031,21.881452,0,0.532682,0,0,0,0
W-W-3__66111,0,0,0,0,0,1028.28301,0,0,0,0,0,0
W-W-3__66169,0,0,0,0,0,17.588948,0,0,0,0,0,0
W-W-3__66188,0.095755,0,0,0.96709,0.473283,65.500052,0,0,0,0,0,0.03343
W-W-3__66193,0,0,0,0,1.512603,35.446003,0,0,0,0,0,0
W-W-3__66287,0,0,0,0,533.042565,21.096347,0,0,0,0,2.45975,0
W-W-3__66325,0.04635,0,0,0.429112,0,43.220525,0,0,0,0.473164,0.555967,4.272069
W-W-3__66339,0,0,0,0,0,45.608895,0,0,0,0,0,0
W-W-3__66444,0,0,0,0,0,212.497984,0,0,0,0,0,0
W-W-3__66479,0,0,1.708281,0,0,32.049983,0,0,0,0,0,0
W-W-3__66488,0,0,0,0,0,33.766911,0,0,0,0,0,0
W-W-3__6649,0,0,8.593854,0,0,41.949726,0,0,0,0,0,0
W-W-3__66524,0,0,0,0.555448,7.248792,422.358508,0,0,0,0,0,0
W-W-3__66536,0,0,0,0,0,71.026486,0,0,0,0,0,0
W-W-3__66660,0,0,0,0,0,23.903452,0,0,0,0,0,0
W-W-3__66689,0,0,0,1.387749,0,46.015159,0,0,0,0,0.749167,0
W-W-3__66717,0,0,0,0,0,31.863068,0,0,0,0,0,0
W-W-3__66736,0,0,0,0,0,30.29021,0,0,0,0,0,0
W-W-3__66762,0.258582,0,0.564658,16.039556,0,37.481376,0,0.360329,0,0,0.103389,0.198611
W-W-3__66779,0,0,0,0,0,106.396047,0,0,0,0,0,0
W-W-3__66995,0,0,0,0,37.879785,48.570926,0,0,0,0,0.028425,0
W-W-3__6720,0,0,0,0,0,21.518321,0,0,0,0,0,0
W-W-3__6721,0,0,0,6.556074,1.814891,24.963117,0,0,0,0,0.2574,0
W-W-3__67268,0,0,0,0,0,21.59376,0,2.586671,0.283689,0,0,0.142576
W-W-3__67291,0,0,0,1.217754,0,22.769796,0,0,0,0,0,0
W-W-3__6731,0,0,0,0,0,173.844934,0,0,0,0,0,0
W-W-3__67326,0,0,0,0,0,78.793783,0,0,0,0,0,0
W-W-3__67347,0,0,0,0,0,24.444866,0,0,0,0,0,0
W-W-3__67371,0,0,0.081978,0,0,44.884565,0,0,0,0,0,0
W-W-3__67386,0,0,0,125.239858,0,86.346335,0,0,0,0,0,0
W-W-3__67626,0,0,0.21391,0.453453,0.295886,29.61911,0,0.853148,0.093568,0,0.293752,0.09405
W-W-3__67666,0,0,0,0,0.169182,67.268301,0,0,0,0,0,0
W-W-3__67764,2.163078,0.765855,2.253389,156.25679,351.496608,107.18124,5.915921,5.876317,1.13731,4.720216,10.79098,31.132452
W-W-3__67772,0,0,0,0,14.716676,42.782452,0,0,0,0,0,0
W-W-3__6781,0,0,0,45.122034,87.422901,201.449704,0,0,0,0,0,0
W-W-3__67949,0,0,0,0,0,21.051235,0,0,0,0,0,0
W-W-3__67969,0,0,0,0,0,38.861386,0,0,0,0,0,0
W-W-3__67986,0,0,0,97.334883,0,18.403939,0,0,0,0,0,0
W-W-3__68251,0,0,0,0,0,3027.8366,0,0,0,0,0,0.041991
W-W-3__6840,0,0,0,0,0,48.850537,0,0,0,0,0,0
W-W-3__68439,0,0,0,0,0,88.743351,0,0,0,0,0,0
W-W-3__68493,0,2.145774,0.157124,0,0,56.964982,0,0,0.618559,0,0.215772,0
W-W-3__68509,0,0,0,0,0,55.36117,0,0,0,0,0,0
W-W-3__68527,0,0,0,0,0,36.079072,0,0,0,0,0,0
W-W-3__68567,0,0,0,0,1.256433,29.186954,0,0,0,0,0,0
W-W-3__68605,0.0832,0.0973,0.847848,80.108046,36.188275,184.737988,0.200023,0,0.211921,0,0.055443,0.106507
W-W-3__68606,0,0,0,14.406152,109.175128,498.537406,2.100193,4.945364,4.693628,0,0,0
W-W-3__68675,0,0,0,53.436915,0.064631,51.165594,0,4.994321,0,0,0.25666,0
W-W-3__68687,0,0,0,0,0,43.072012,0,0,0,0,0,0
W-W-3__68729,0,0,0,0.180663,0,27.925361,0,0,0,0,0,0
W-W-3__68895,0,0,0,3.125232,3.62537,123.299083,0,0.292076,0,0,0,0
W-W-3__68956,0,0,0,0,0,27.198282,0,0,0,0,0,0
W-W-3__69011,0,0,0,0,0,45.845589,0,0,0,0,0,0
W-W-3__69104,0.064601,0,0.141067,0,0.390255,33.10147,1.242459,0.675148,0.987277,0,0.129147,0.124046
W-W-3__69141,0,0,0,0,0,28.706635,0,0,0,0,0,0
W-W-3__6923,0,0,0,0,0,280.791419,0,0,0,0,0,0
W-W-3__69328,0,0,0,4.947708,10.072824,291.700262,0,0,0,0,0,0
W-W-3__69359,0.138552,0,0.302552,1.710295,10.601983,34.964161,0,6.113871,0,0.707202,0.184658,0.975507
W-W-3__69388,0,0,0,0.938179,0,33.057391,0,0,0,0,0,0
W-W-3__69470,0,0,0,21.722196,7.719837,58.023682,0.100728,1.459612,0.04002,0.213859,0,0.160906
W-W-3__69481,0,0,0,0,0,30.438999,0,0,0,0,0,0
W-W-3__69495,0,0,0,0,0,38.415273,0,3.039338,0,0,0,0
W-W-3__69562,0.388386,0.807474,0,274.138391,115.314124,366.212228,0,0,0,0,0,0
W-W-3__69672,0,0,0,0.922369,1.203725,37.099419,0.479039,0,0,0,0,0
W-W-3__69676,0,0,0,0,0,49.546426,0,0,0,0,0,0
W-W-3__6968,0,0,0,0,38.287274,117.790505,0.049632,0,0,0,0,0
W-W-3__69759,0,0,0,0,0,35.782461,0,0,0,0,0.497589,0
W-W-3__69764,0,0,0,0,0,38.772023,0,0,0,0,0,0
W-W-3__69771,0,0,0,0,0,198.783943,0.054117,0,0,0,0,0
W-W-3__69772,0,0,0,0,0,21.335577,0,0,0,0,0,0
W-W-3__6979,0,0,0,0,0,65.001304,0,0,0,0,0,0
W-W-3__69860,9.544494,4.932024,3.554454,156.176939,124.256594,242.156778,1.067258,107.225267,0.42403,271.457262,10.353984,31.966218
W-W-3__69883,0,0,0,0,0,39.398262,0,0,0,0,0,0
W-W-3__69896,0,0,0,0,0,37.45415,0,0,0,0,0,0
W-W-3__6995,0,0,0,11.223907,8.726233,10.716601,0,0,0,0,0,0
W-W-3__70005,0,0,0,0,0,33.456822,0,0,0,0,0,0
W-W-3__70088,0,0,0,0,0,86.49111,0,0,0,0,0,0
W-W-3__70107,0,0,0,0,0,41.358175,0,0,0,0,0,0
W-W-3__70151,0,0,0,25.765584,3.635138,27.430498,0,0,0.718458,0,0,0
W-W-3__70214,0,0,0.180234,0,0,32.576459,0.198429,0.431303,0,0,0,0
W-W-3__70243,0,0,0,3.397587,0,24.470325,0,0,0.155794,0,0,0
W-W-3__70257,1.344109,0,0.104825,47.108703,424.840093,9.971859,0,0,0,0.024502,0.191934,0.230442
W-W-3__70272,0.240588,0,0.131341,20.324794,6.903661,39.981963,3.036607,21.372494,1.034115,0.061401,1.442919,0
W-W-3__70279,0.019073,0,0,12.581291,5.18496,495.653848,0.137562,2.093016,0.218617,0.029206,0.03813,0.402865
W-W-3__70293,0,0,17.455865,0,0,31.629673,0,0,0,0,1.922511,0
W-W-3__70335,0,0,0,0,0,31.945221,0,0,0,0,0,0
W-W-3__70345,0,0,0,7.741606,8.65978,94.710497,0,0,0,0,0,0
W-W-3__70358,0,0,0,0,0,24.559146,0,0,0,0,0,0
W-W-3__70359,0.262092,0,0,0,0,63.064808,0,0,0,0,0,0
W-W-3__70409,0,0,0,4.9043,5.028798,49.606163,0,0.263634,0,0,0,0
W-W-3__70417,0,0,0,0,0,70.775709,0,0,0,0,0,0
W-W-3__70448,0,0,0,0,1.192964,222.4297,0,0,0,0,0,0
W-W-3__70546,0,0,0,0,0,33.380212,0,0,0,0,0,0
W-W-3__70549,0,0,0,1.742483,15.008421,33.015692,0,0,0,0,0,0
W-W-3__70605,0,0,0,1.100906,0,43.182654,0,0,0,0,0,0
W-W-3__70674,0.180603,0,0.394378,5.852112,0,86.913845,0,0.786459,0.172507,0,0.180527,0.346794
W-W-3__70769,0,0,0,9.298216,51.571665,40.07055,0,0,0,0,0,0
W-W-3__70788,0,0,0,0,0,133.373491,0,0,0,0,0,0
W-W-3__70789,0,0,0,7.57052,0,55.134972,0,0,0,0,0,0
W-W-3__70790,0,0,0,0,0,29.30874,0,0.184319,9.804205,0,0,0
W-W-3__70795,0,0,0,1.119449,0,6572.72925,0,0,0,0,0,0
W-W-3__70827,0,0,0,0,0,65.148754,0,0,0,0,0,0
W-W-3__7086,0,0,0,0,0,26.10168,0,0,0,0,0,0
W-W-3__7089,0,0,0,110.733812,16.095728,55.08023,0,0,0,0,0,0
W-W-3__70900,0,0,0.142039,30.862632,193.230664,35.806825,0,0,0,0.448213,0,0
W-W-3__70907,0,0,0,0,0,37.529788,0,0,0,0,0,0
W-W-3__7095,0,0,0,0,0,41.025168,0,0,0,0,0,0
W-W-3__70963,0,0,0,0,0,38.098688,0,0,0,0,0,0
W-W-3__70987,0.075201,0,0.082107,0.522158,0,40.442224,0,0.261977,0,0.422226,0.526182,0.6498
W-W-3__71000,0,0,0,0,0,54.63583,0,0,0,0,0,0
W-W-3__71204,0,0,0,0,0,32.98473,0,0,0,0,0,0
W-W-3__71238,0,0,0,0.097498,0,105.882385,0,0,0,0,0.042107,0.040444
W-W-3__71270,0,0,0,0,0,159.731585,0,0,0,0,0,0
W-W-3__71291,0,0,0,0,0,18.486897,0,0,0,0,0,0
W-W-3__71296,0,0,0,0,0,49.577441,0.683464,0,0,0,0,0
W-W-3__71341,0,0,0,0,0,135.53152,0,0,0,0,0,0
W-W-3__71398,0,0,0,1.646586,1.253498,41.32458,2.280443,0,3.567523,0,6.696363,0
W-W-3__71422,0,0,0,0,0,148.282853,0,0,0,0,0,0
W-W-3__71442,0,0,0,0,0,38.224242,0,0,0,0,0,0
W-W-3__71467,0,0,0,0,0,14.952585,0,0,0,0,0,0
W-W-3__71529,0,0,0,0,0,40.011002,0,0,0,0,0,0
W-W-3__7170,1.334073,4.387926,8.011234,349.298828,54.903197,342.175288,27.061283,23.528016,3.026392,18.044952,24.503227,105.349171
W-W-3__71710,0,0,0,0,0,86.526471,0,0,0,0,0,0
W-W-3__71714,0,0,0,0.642583,23.564492,128.54596,0,0,0,0,0,0
W-W-3__71831,0,0,0.035918,1.065953,0.894283,194.226716,0.079087,0.229204,0,0.117538,0.098648,0.031584
W-W-3__71885,0,0,0,0,0,55.36708,0,0,0,0,0,0
W-W-3__71930,0,0,0,0,0,24.304551,0,0,0,0,0,0
W-W-3__71934,0,0,0,0,0,46.627691,0,0,0,0,0,0
W-W-3__71946,0,0,0,0,0,501.009735,1.920635,11.132444,0.044887,0.191894,11.790467,0
W-W-3__71968,0,0.079498,0.02474,21.555047,4.654132,84.308338,1.007801,20.405603,0.670953,0.023132,0.02265,0.174042
W-W-3__72024,0.584081,0,0.106287,35.936965,6.468834,57.29533,0,0.084782,0,0.24844,2.140725,0
W-W-3__72048,0,0,0,0,0,58.08793,0,0,0,0,0,0
W-W-3__72082,0,0,0,0.482817,0.630094,19.981559,0,0,0,0,0,0
W-W-3__72172,0,0,0,0,0,37.261207,0,0,0,0,0,0
W-W-3__72182,0,0,0,1.91458,0,18.32918,0,0,0,0,0,0
W-W-3__72184,0.067372,0,0.04904,0,0,417.265132,0,0.860582,0,0,0,0
W-W-3__72248,0,0,0,0,36.533409,20.853528,0,0,7.516338,0,0,0
W-W-3__72292,0,0,0,1.368246,0,215.19575,0,0,0,0,0,0
W-W-3__72355,0,0,0,0,0,40.000405,0,0,0,0,0,0
W-W-3__72442,0,0,0,0.35659,0,86.767529,0,0,0,0,0,0
W-W-3__72455,0,0,0,0.244068,0,44.784469,0,0,0,0.026912,0.105407,2.682958
W-W-3__72476,0,0,0,0,0,84.435589,0,0,0,0,0,0
W-W-3__72501,0,0,0,0,0,219.603622,0,0,0,0,0,0
W-W-3__72626,0,0,0,0,0,117.138483,0,0,0,0,0,0
W-W-3__72653,0,0,0,36.303466,84.064409,100.626206,0,0,1.382958,0,0,0
W-W-3__72655,0,0,0.080944,20.418936,96.73697,1746.38519,0,0,0,0,0,0.071178
W-W-3__72721,108.384701,2.062873,13.980888,90.423571,217.462638,300.076425,1.57064,6.372653,1.622471,0.466853,0.653037,9.91047
W-W-3__72796,0,0,0,0,0,20.954232,0,0,0,0,0,0
W-W-3__7286,0,0,0,0,0,42.615019,0,0,0,0,0,0
W-W-3__72860,0,0,0,6.586254,0,37.387395,0,0,0,0,0,0
W-W-3__72896,0,0,0,65.460806,73.131177,83.174429,0,0,0,0,0,0
W-W-3__72935,0,0,0,3.548139,0,107.510945,0,0,0,0,0,0
W-W-3__72938,0,0,0,0,0.961455,21.673384,0,0,0,0,0,0
W-W-3__73099,0,0,0,0,10.775196,42.959015,0,0,0,0,0,0
W-W-3__73141,0,0,0,0,0,43.040764,0,0,0,0,0,0
W-W-3__7315,0,0,0,0,0.176325,38.66985,0,0,0,0,0,0
W-W-3__7318,3.352874,1.317479,8.785885,0.496656,8.42601,121.839883,19.79705,7.755787,0.204965,0.219057,0.911596,0.360538
W-W-3__73228,0,0,0,3.880756,0,102.555862,1.317826,2.021935,0.246392,0,0,0
W-W-3__73244,0,0,0.084869,46.956068,0,191.61116,0,0,5.345727,0,0,0
W-W-3__73255,0,0.072905,0.726035,38.957815,0.125534,69.738453,0,0,0,0.021213,0.083086,0
W-W-3__73294,0,0,0,3.717898,0,45.826245,1.081313,0,0,0,0,0
W-W-3__73336,4.358722,1.243261,1.083351,0,0,42.695463,0.766746,54.441893,32.020424,0,0.850123,1.224819
W-W-3__73520,0,0,0,0,0,35.347463,3.04278,5.511455,0.362676,0.193806,0.253024,0
W-W-3__73535,0,0,0,0,19.159561,119.819342,0,0,0,0,0,0
W-W-3__73593,0,0,0,2.032516,0,101.007172,0,0,0.1398,0,0,0
W-W-3__73613,0,0,0,0,0,38.957129,0,0,0,0,0,0
W-W-3__73723,0,0,0,0,0,73.19935,0,0,0,0,0,0
W-W-3__73750,0,0,0,0,0,45.899525,0,0,0,0,0,0
W-W-3__73932,0,0,0.142108,31.630732,0,17.123523,0,0,0,0,0,0
W-W-3__73968,0.017904,0,0.312771,0,0,70.086191,0,0,0,0.091386,0.071586,0
W-W-3__73975,0,0,0,0,0,57.992053,0,0,0,0,0,0
W-W-3__74006,0.068623,0,1.348657,6.353173,22.386029,28.193503,9.733718,5.020324,0.131094,0.560431,0.96032,1.713013
W-W-3__74106,0,0,0,0,0,281.400224,0,0,0,0,0,0
W-W-3__74117,0,0,0.161709,0,0,30.082705,0,0,0,0,0,0
W-W-3__74252,0,0,0,0,15.837754,51.499318,0.804619,10.882105,0,0,0,0
W-W-3__74297,0,0,0,0,0,43.470573,0,0,0,0,0,0
W-W-3__74333,0,0,0,0,0,232.380027,0,0,0,0,0,0
W-W-3__74347,0,0,0,0,0,27.896369,0,0,0,0,0,0
W-W-3__74365,0,0,0,0,0,44.68252,0,0,0,0,0,0
W-W-3__74576,0.071708,0,0,16.928786,11.696125,24.495466,1.723938,13.989282,0.547947,0.732027,0.57342,0.275386
W-W-3__74588,0,0,0,0,0,33.148918,0,0,0,0,0,0
W-W-3__74611,0,0,0,0,0,16.93556,0,0,0,0,0,0
W-W-3__74680,0,0,16.606035,0,0,59.678103,0,0,0,0,0,0
W-W-3__74700,0,0,0,0,0,38.739072,0,0,0,0,0,0
W-W-3__74831,0,0,0,0,0,133.47116,0,0,0,0,0,0
W-W-3__74857,0,0,0,0,0,34.534043,0,0,0,0,0,0
W-W-3__74874,0,0,0,0,0,44.928538,0,0,0,0,0,0
W-W-3__74895,0,0,0,0,0,43.331761,0,0,0,0,0,0
W-W-3__75008,0,0,0.256212,2.896679,5.906674,27.081331,0,0,0,0,0,0
W-W-3__75028,0,0,0,0.561786,0,572.698678,1.677663,0,0,0,2.426209,0
W-W-3__75132,0,0,0,0,0.189429,48.636488,0,0,0,0,0,0.120424
W-W-3__75227,0,0,0,0,0,79.868421,0,0,0.028129,0.015032,0.029437,0.056549
W-W-3__75239,0.051861,0.181947,0.113246,0,1.879749,67.510823,0,22.763983,1.089787,0.370591,6.220633,0
W-W-3__75250,0.64582,5.947702,31.025676,1.494756,363.807627,2237.05705,23.483445,6.749527,6.939784,34.282702,4.841601,4.960404
W-W-3__75254,0,0,0,0.340538,9.332701,84.899239,0,0,0,0,0,0
W-W-3__75287,0,0,0,2.035851,1.660537,37.812956,0,0.766069,0,0,0,0
W-W-3__75313,0,0,0,0,0,109.017303,0,0,0,0,0,0
W-W-3__75433,0,0,0,0,17.447093,35.655638,0,0,0,0,0,0
W-W-3__75466,0,0,0,0,0,57.373429,0,0,0,0,0,0
W-W-3__75544,0,0,0,0,0,22.936707,0,0,0,0,0,0
W-W-3__75623,0.069105,0,0.150902,0,0,26.477215,1.827488,2.407396,2.244232,0,0,0.132694
W-W-3__75638,19.546797,0.065003,2.832098,1.886838,2.798173,56.106631,0.133629,0.193636,0.212367,0,1.148236,0.498077
W-W-3__75710,0,0,0,6.154006,31.179959,21.660007,0,0,0,0,0,0
W-W-3__75738,0.63582,0,0.50488,46.823961,39.806825,111.533343,3.474051,13.088661,0.110421,2.124242,4.044413,8.324306
W-W-3__75783,0,0,0,0,0,67.770054,0,0,0,0,0,0
W-W-3__75843,0,0,0,0,0,36.222061,0,0,0,0,0,0
W-W-3__76008,0,0,0,0,0,65.738435,0,0,0,0,0,0
W-W-3__7610,0,0,0,0,0,52.325058,0,0.192623,0,0,0,0
W-W-3__76158,0,0,0,0,0,37.315605,0,0,0,0,0,2.463816
W-W-3__76171,0,0,0,0,0,24.129374,0,0,0,0,0,0
W-W-3__76200,0,0,0,0.21361,0,1085.76247,0,0,0,0,0,0
W-W-3__76278,0.251894,0,0.183351,155.08096,1210.76705,277.715495,0,0,0,0,0,0.161229
W-W-3__76286,0,0.2364,0,35.86949,2.442312,34.526191,0,9.624163,0,0,0.404116,0
W-W-3__76291,1.059671,0.857941,1.601981,38.487246,17.234841,70.364985,2.939503,10.222824,0.155718,0.915336,4.236892,4.382595
W-W-3__76299,0,0,0,0,0,20.310829,0,0,0,0,0,0
W-W-3__76340,0,0,0,0.298003,0.194453,63.002152,0,0,0,0,0,0
W-W-3__76347,0,0,0,35.96749,14.701612,20.979459,0,0,0,0,0,0
W-W-3__76403,0,0,0,0,0,33.233825,0,0,0,0.072767,1.282509,1.094983
W-W-3__76521,0,0,0,0,0.98725,228.58387,8.447129,3.131259,0,0,0.163355,0
W-W-3__76776,0,0,0,1.335178,0,35.28446,169.891406,20.347733,280.603677,0,0,0
W-W-3__76812,0,0,0,17.248253,25.010662,165.125704,0,0,0,0,0,0
W-W-3__76840,0,0,0,0,0,124.828551,0,0,0,0,0,0
W-W-3__76895,0,0,0,3.342262,0.218089,908.249859,0.086791,0,0.689658,0,0,0
W-W-3__7696,0,0,0,16.827361,123.416981,35.575434,0,0,0,0,0,0.418817
W-W-3__76964,0,0,0,0,0.087887,98.588588,0.069952,0.101364,0,0,0,0
W-W-3__77070,0,0,0,0,0,40.004584,0,0,0,0,0,0
W-W-3__77073,0,0,0,0,0,26.536802,0,0,0,0,0,0
W-W-3__77159,0,0,0,0,0,39.148555,0,0,0,0,0,0
W-W-3__77197,0,0.199352,0,11.573206,17.163016,18.885646,0.546421,10.689232,0.325646,1.914195,0.22719,1.091083
W-W-3__77227,3.601866,0.319918,4.579788,311.512653,907.267839,193.210332,0,0,0,175.981631,336.335799,76.25427
W-W-3__77353,0,0,0,91.708225,7.288361,43.089292,0,0,0,0,0,0
W-W-3__77394,0,0,0,0,0,63.454084,0,0,0,0,0,0
W-W-3__77486,0,0,0,0.118274,3.009863,3004.35272,0.153566,0.222526,0.024405,0,0,0
W-W-3__77503,0,0,0,28.540958,26.039929,26.447081,0,0,0,0,0,0
W-W-3__77591,0,0,0,0,0,52.930044,0,0,0,0,0,0
W-W-3__77605,0,0,0,0,16.797654,122.52395,0,0,0,0,0,0
W-W-3__77756,0,0,0,0,0,126.438039,0,0,0.03028,0,0,0
W-W-3__77764,0,0,0,0,0,141.706433,0,0,0,0,0,0
W-W-3__77767,0.05169,0,0.056437,0.039879,0.260217,466.725259,0,0,0,0,0.017223,0.231594
W-W-3__77792,0,0,0,1.651906,4.742755,132.775753,2.230616,0,0.545379,0,5.992694,0
W-W-3__77804,0,0,0,0,0,79.965877,0.101082,0,0,0,0,0
W-W-3__77993,0,0,0,0,0,24.690003,0,0,0,0,0,0
W-W-3__78007,0,0,0,28.566464,3.486644,28.897424,0,0,0,0,0,0
W-W-3__78034,0,0,0,0,0,42.768086,0,0,0,0,0,0
W-W-3__78037,0,0.685752,0,0,0.236157,35.550214,0,0,0,0,0,0
W-W-3__78107,0,0,0,0,0,52.793669,5.327105,2.614596,0.409645,0,0.714481,0.892141
W-W-3__78242,1.415211,0.451374,1.404707,8.933235,7.772131,60.281198,0.309303,2.689184,0.245777,1.247706,5.401249,8.275972
W-W-3__78267,0,0,0,11.347387,0,40.463391,0,0,0,0,0,0
W-W-3__78271,0,0,0,0.451999,0,92.178451,0,0,0,0,0,0
W-W-3__78361,0,0.051077,0,0.067391,11.697104,51.075901,0,0.050717,0,0,0,0
W-W-3__78363,0,0,0,0,0,21.165938,0,0,0,0,0,0
W-W-3__78373,0,0,0,5.332733,0,34.693607,0,0,0,0,0,0
W-W-3__78397,0,0,0,0,0,18.647804,0,0,0,0,0,0
W-W-3__78495,0,0,0,23.507909,0,47.951496,1.479879,140.192082,0.146992,0,0,0
W-W-3__78514,0.049736,0,0.325819,2.532498,1.502273,56.020188,0,0.173264,0,0,1.392008,0.955021
W-W-3__78568,0,0,0,22.379793,1.915177,14.817659,0,0,0,0,0,0
W-W-3__78614,0,0,0,0.469373,0,29.722853,0,0,0,0,0,0
W-W-3__78720,0,0,0,0,0,36.772587,0,0,0,0,0,0
W-W-3__78728,0,0,0,0,0,43.549971,0,0.094441,0,0,0,0
W-W-3__78793,0,0,0,0,0,50.810718,0,0,0,0,0,0
W-W-3__78802,0.197147,0,0,1.520998,1.587966,123.163782,124.968683,109.888344,141.985602,0,0,0
W-W-3__78806,0,0,0,0,0,18.454947,0,0,0,0,0,0
W-W-3__78851,0.193206,0.271137,0.056253,82.399803,487.796844,517.708154,7.555688,29.749755,0.36909,0.407616,0.154499,0.098932
W-W-3__78854,0,0,0,0,0,55.807783,0,0,0,0,0,0
W-W-3__78963,0,0,0,0,0,48.349732,0,0,0,0,0,0
W-W-3__78966,0,0,0,0,0,37.690242,0,0,0,0,0,0
W-W-3__79017,0,0,0,0,0,38.090326,0,0,0,0,0,0
W-W-3__79019,0.775507,0,0,10.443162,0.851794,57.929581,0,0,0,0,0,1.353751
W-W-3__79073,0,0,0,0,0,85.00733,0,0,0,0,0,0
W-W-3__79171,0,0,0,0,0,418.362395,0,0,0,0,0,0
W-W-3__79253,0,0,0,0,0,24.341782,0,0,0,0,0,0
W-W-3__7950,0,0,0,0,0,181.745347,0,0,0,0,0,0
W-W-3__79504,0,0,0,0.315291,125.77136,93.068161,0,0,0,0,0,0
W-W-3__79530,0,0,0,24.81897,23.065362,112.501784,0.195302,0.566007,0,0,0,0
W-W-3__79550,0,0,0,0,0,18.020943,0.995404,0,0.112995,0,0,0
W-W-3__79601,0,0,0,0,0,15.435128,0,0,0,0,0,0
W-W-3__79762,0,0,0,164.279027,0,29.150374,0,0,0,0,0,0
W-W-3__79894,0.812907,0.891249,0.44378,0.235185,9.514672,94.04858,0.855015,0,3.202923,0,0.609422,0
W-W-3__7990,0,0,0,0,0,65.082699,0.909056,0,0,0,0,0
W-W-3__79985,4.441772,2.348197,0,0.844974,0,92.690355,0,0,1.627321,0,0.243282,0.467346
W-W-3__80033,0,0,0,0,0,22.529617,0,0,0,0,0,0
W-W-3__80037,0,0,0,1.897844,0.353822,32.174199,0,0,0,0,0,0
W-W-3__80047,0,0,0,0,0,42.306142,0,0,0,0,0,0
W-W-3__80066,0,0,0,1.312299,0,48.748076,0,0,0,0,0,0
W-W-3__80070,0,0,0,0,0,40.156365,0,0,0,0,0,0
W-W-3__8009,0,0,0,1.21315,0,40.931484,0,0,0,0,0,0
W-W-3__80111,0,0,0,0,5.43375,44.076907,0.166341,0.241038,0,0,0,0
W-W-3__80161,5.033284,0.33007,1.129919,65.542501,320.260233,114.219588,6.446106,4.9162,0.089863,3.601547,5.924538,3.70337
W-W-3__80167,0.187371,0,1.022891,0.867343,2.263829,38.490124,0,0,0,0,0.187292,0.269842
W-W-3__80168,0,0,0,0,0,29.961307,0,0,0,0,2.256586,0
W-W-3__802,0.049869,0,0,0,0,24.862258,0.359671,0.173728,0,0.152725,0,0
W-W-3__80206,2.892139,0,0.170689,0.723663,0,34.63984,1.879197,26.141427,2.090535,0,0,0.150094
W-W-3__80253,0,0,0,0,0,21.136269,0,0,0,0,0,0
W-W-3__80269,0,0,0,0.172657,0,71.799235,0,0,0,0,0,0
